,REF_DATE,GEO,Sex,Age group,UOM,VALUE
375,2016-01-01,"Winnipeg, Manitoba",Both sexes,All ages,Persons,801177.0
376,2016-01-01,"Regina, Saskatchewan",Both sexes,All ages,Persons,245228.0
377,2016-01-01,"Saskatoon, Saskatchewan",Both sexes,All ages,Persons,307367.0
378,2016-01-01,"Calgary, Alberta",Both sexes,All ages,Persons,1438160.0
379,2016-01-01,"Edmonton, Alberta",Both sexes,All ages,Persons,1364394.0
380,2016-01-01,"Kelowna, British Columbia",Both sexes,All ages,Persons,203999.0
381,2016-01-01,"Vancouver, British Columbia",Both sexes,All ages,Persons,2582202.0
382,2016-01-01,"Victoria, British Columbia",Both sexes,All ages,Persons,384632.0
383,2016-01-01,"Nelson (CA), British Columbia",Both sexes,All ages,Persons,19122.0
384,2017-01-01,"St. John's, Newfoundland and Labrador",Both sexes,All ages,Persons,212144.0
385,2017-01-01,"Halifax, Nova Scotia",Both sexes,All ages,Persons,421712.0
386,2017-01-01,"Québec, Quebec",Both sexes,All ages,Persons,810125.0
387,2017-01-01,"Sherbrooke, Quebec",Both sexes,All ages,Persons,215386.0
388,2017-01-01,"Trois-Rivières, Quebec",Both sexes,All ages,Persons,158181.0
389,2017-01-01,"Montréal, Quebec",Both sexes,All ages,Persons,4193207.0
390,2017-01-01,"Oshawa, Ontario",Both sexes,All ages,Persons,398742.0
391,2017-01-01,"Toronto, Ontario",Both sexes,All ages,Persons,6217328.0
392,2017-01-01,"Hamilton, Ontario",Both sexes,All ages,Persons,777572.0
393,2017-01-01,"St. Catharines-Niagara, Ontario",Both sexes,All ages,Persons,422407.0
394,2017-01-01,"Kitchener-Cambridge-Waterloo, Ontario",Both sexes,All ages,Persons,553526.0
395,2017-01-01,"Guelph, Ontario",Both sexes,All ages,Persons,159996.0
396,2017-01-01,"London, Ontario",Both sexes,All ages,Persons,520146.0
397,2017-01-01,"Windsor, Ontario",Both sexes,All ages,Persons,340999.0
398,2017-01-01,"Greater Sudbury, Ontario",Both sexes,All ages,Persons,169578.0
399,2017-01-01,"Winnipeg, Manitoba",Both sexes,All ages,Persons,817603.0
400,2017-01-01,"Regina, Saskatchewan",Both sexes,All ages,Persons,251167.0
401,2017-01-01,"Saskatoon, Saskatchewan",Both sexes,All ages,Persons,315702.0
402,2017-01-01,"Calgary, Alberta",Both sexes,All ages,Persons,1458336.0
403,2017-01-01,"Edmonton, Alberta",Both sexes,All ages,Persons,1390149.0
404,2017-01-01,"Kelowna, British Columbia",Both sexes,All ages,Persons,208476.0
405,2017-01-01,"Vancouver, British Columbia",Both sexes,All ages,Persons,2616904.0
406,2017-01-01,"Victoria, British Columbia",Both sexes,All ages,Persons,390665.0
407,2017-01-01,"Nelson (CA), British Columbia",Both sexes,All ages,Persons,19209.0
408,2018-01-01,"St. John's, Newfoundland and Labrador",Both sexes,All ages,Persons,212344.0
409,2018-01-01,"Halifax, Nova Scotia",Both sexes,All ages,Persons,429893.0
410,2018-01-01,"Québec, Quebec",Both sexes,All ages,Persons,816931.0
411,2018-01-01,"Sherbrooke, Quebec",Both sexes,All ages,Persons,218126.0
412,2018-01-01,"Trois-Rivières, Quebec",Both sexes,All ages,Persons,159170.0
413,2018-01-01,"Montréal, Quebec",Both sexes,All ages,Persons,4264846.0
414,2018-01-01,"Oshawa, Ontario",Both sexes,All ages,Persons,405765.0
415,2018-01-01,"Toronto, Ontario",Both sexes,All ages,Persons,6337780.0
416,2018-01-01,"Hamilton, Ontario",Both sexes,All ages,Persons,785214.0
417,2018-01-01,"St. Catharines-Niagara, Ontario",Both sexes,All ages,Persons,428383.0
418,2018-01-01,"Kitchener-Cambridge-Waterloo, Ontario",Both sexes,All ages,Persons,567853.0
419,2018-01-01,"Guelph, Ontario",Both sexes,All ages,Persons,162574.0
420,2018-01-01,"London, Ontario",Both sexes,All ages,Persons,532421.0
421,2018-01-01,"Windsor, Ontario",Both sexes,All ages,Persons,348304.0
422,2018-01-01,"Greater Sudbury, Ontario",Both sexes,All ages,Persons,171452.0
423,2018-01-01,"Winnipeg, Manitoba",Both sexes,All ages,Persons,831823.0
424,2018-01-01,"Regina, Saskatchewan",Both sexes,All ages,Persons,256317.0
425,2018-01-01,"Saskatoon, Saskatchewan",Both sexes,All ages,Persons,323148.0
426,2018-01-01,"Calgary, Alberta",Both sexes,All ages,Persons,1483528.0
427,2018-01-01,"Edmonton, Alberta",Both sexes,All ages,Persons,1415351.0
428,2018-01-01,"Kelowna, British Columbia",Both sexes,All ages,Persons,213831.0
429,2018-01-01,"Vancouver, British Columbia",Both sexes,All ages,Persons,2658582.0
430,2018-01-01,"Victoria, British Columbia",Both sexes,All ages,Persons,396839.0
431,2018-01-01,"Nelson (CA), British Columbia",Both sexes,All ages,Persons,19412.0
432,2019-01-01,"St. John's, Newfoundland and Labrador",Both sexes,All ages,Persons,213113.0
433,2019-01-01,"Halifax, Nova Scotia",Both sexes,All ages,Persons,439835.0
434,2019-01-01,"Québec, Quebec",Both sexes,All ages,Persons,825234.0
435,2019-01-01,"Sherbrooke, Quebec",Both sexes,All ages,Persons,221325.0
436,2019-01-01,"Trois-Rivières, Quebec",Both sexes,All ages,Persons,160902.0
437,2019-01-01,"Montréal, Quebec",Both sexes,All ages,Persons,4334308.0
438,2019-01-01,"Oshawa, Ontario",Both sexes,All ages,Persons,414531.0
439,2019-01-01,"Toronto, Ontario",Both sexes,All ages,Persons,6462898.0
440,2019-01-01,"Hamilton, Ontario",Both sexes,All ages,Persons,795410.0
441,2019-01-01,"St. Catharines-Niagara, Ontario",Both sexes,All ages,Persons,433955.0
442,2019-01-01,"Kitchener-Cambridge-Waterloo, Ontario",Both sexes,All ages,Persons,581607.0
443,2019-01-01,"Guelph, Ontario",Both sexes,All ages,Persons,165125.0
444,2019-01-01,"London, Ontario",Both sexes,All ages,Persons,542155.0
445,2019-01-01,"Windsor, Ontario",Both sexes,All ages,Persons,352538.0
446,2019-01-01,"Greater Sudbury, Ontario",Both sexes,All ages,Persons,171968.0
447,2019-01-01,"Winnipeg, Manitoba",Both sexes,All ages,Persons,844331.0
448,2019-01-01,"Regina, Saskatchewan",Both sexes,All ages,Persons,260914.0
449,2019-01-01,"Saskatoon, Saskatchewan",Both sexes,All ages,Persons,330413.0
450,2019-01-01,"Calgary, Alberta",Both sexes,All ages,Persons,1514426.0
451,2019-01-01,"Edmonton, Alberta",Both sexes,All ages,Persons,1442835.0
452,2019-01-01,"Kelowna, British Columbia",Both sexes,All ages,Persons,218600.0
453,2019-01-01,"Vancouver, British Columbia",Both sexes,All ages,Persons,2709277.0
454,2019-01-01,"Victoria, British Columbia",Both sexes,All ages,Persons,403466.0
455,2019-01-01,"Nelson (CA), British Columbia",Both sexes,All ages,Persons,19646.0
456,2020-01-01,"St. John's, Newfoundland and Labrador",Both sexes,All ages,Persons,213919.0
457,2020-01-01,"Halifax, Nova Scotia",Both sexes,All ages,Persons,450910.0
458,2020-01-01,"Québec, Quebec",Both sexes,All ages,Persons,832021.0
459,2020-01-01,"Sherbrooke, Quebec",Both sexes,All ages,Persons,224456.0
460,2020-01-01,"Trois-Rivières, Quebec",Both sexes,All ages,Persons,163374.0
461,2020-01-01,"Montréal, Quebec",Both sexes,All ages,Persons,4366487.0
462,2020-01-01,"Oshawa, Ontario",Both sexes,All ages,Persons,424757.0
463,2020-01-01,"Toronto, Ontario",Both sexes,All ages,Persons,6543886.0
464,2020-01-01,"Hamilton, Ontario",Both sexes,All ages,Persons,806522.0
465,2020-01-01,"St. Catharines-Niagara, Ontario",Both sexes,All ages,Persons,437080.0
466,2020-01-01,"Kitchener-Cambridge-Waterloo, Ontario",Both sexes,All ages,Persons,593397.0
467,2020-01-01,"Guelph, Ontario",Both sexes,All ages,Persons,167658.0
468,2020-01-01,"London, Ontario",Both sexes,All ages,Persons,550605.0
469,2020-01-01,"Windsor, Ontario",Both sexes,All ages,Persons,353572.0
470,2020-01-01,"Greater Sudbury, Ontario",Both sexes,All ages,Persons,172476.0
471,2020-01-01,"Winnipeg, Manitoba",Both sexes,All ages,Persons,850558.0
472,2020-01-01,"Regina, Saskatchewan",Both sexes,All ages,Persons,263236.0
473,2020-01-01,"Saskatoon, Saskatchewan",Both sexes,All ages,Persons,336850.0
474,2020-01-01,"Calgary, Alberta",Both sexes,All ages,Persons,1542956.0
475,2020-01-01,"Edmonton, Alberta",Both sexes,All ages,Persons,1467219.0
476,2020-01-01,"Kelowna, British Columbia",Both sexes,All ages,Persons,223529.0
477,2020-01-01,"Vancouver, British Columbia",Both sexes,All ages,Persons,2743765.0
478,2020-01-01,"Victoria, British Columbia",Both sexes,All ages,Persons,409398.0
479,2020-01-01,"Nelson (CA), British Columbia",Both sexes,All ages,Persons,19901.0
480,2021-01-01,"St. John's, Newfoundland and Labrador",Both sexes,All ages,Persons,214267.0
481,2021-01-01,"Halifax, Nova Scotia",Both sexes,All ages,Persons,459869.0
482,2021-01-01,"Québec, Quebec",Both sexes,All ages,Persons,836615.0
483,2021-01-01,"Sherbrooke, Quebec",Both sexes,All ages,Persons,227448.0
484,2021-01-01,"Trois-Rivières, Quebec",Both sexes,All ages,Persons,165037.0
485,2021-01-01,"Montréal, Quebec",Both sexes,All ages,Persons,4340642.0
486,2021-01-01,"Oshawa, Ontario",Both sexes,All ages,Persons,434673.0
487,2021-01-01,"Toronto, Ontario",Both sexes,All ages,Persons,6547381.0
488,2021-01-01,"Hamilton, Ontario",Both sexes,All ages,Persons,811396.0
489,2021-01-01,"St. Catharines-Niagara, Ontario",Both sexes,All ages,Persons,441452.0
490,2021-01-01,"Kitchener-Cambridge-Waterloo, Ontario",Both sexes,All ages,Persons,599816.0
491,2021-01-01,"Guelph, Ontario",Both sexes,All ages,Persons,169363.0
492,2021-01-01,"London, Ontario",Both sexes,All ages,Persons,557394.0
493,2021-01-01,"Windsor, Ontario",Both sexes,All ages,Persons,351213.0
494,2021-01-01,"Greater Sudbury, Ontario",Both sexes,All ages,Persons,172832.0
495,2021-01-01,"Winnipeg, Manitoba",Both sexes,All ages,Persons,858848.0
496,2021-01-01,"Regina, Saskatchewan",Both sexes,All ages,Persons,264375.0
497,2021-01-01,"Saskatoon, Saskatchewan",Both sexes,All ages,Persons,339870.0
498,2021-01-01,"Calgary, Alberta",Both sexes,All ages,Persons,1558588.0
499,2021-01-01,"Edmonton, Alberta",Both sexes,All ages,Persons,1480159.0
500,2021-01-01,"Kelowna, British Columbia",Both sexes,All ages,Persons,229003.0
501,2021-01-01,"Vancouver, British Columbia",Both sexes,All ages,Persons,2764932.0
502,2021-01-01,"Victoria, British Columbia",Both sexes,All ages,Persons,413859.0
503,2021-01-01,"Nelson (CA), British Columbia",Both sexes,All ages,Persons,20071.0
504,2022-01-01,"St. John's, Newfoundland and Labrador",Both sexes,All ages,Persons,219119.0
505,2022-01-01,"Halifax, Nova Scotia",Both sexes,All ages,Persons,480582.0
506,2022-01-01,"Québec, Quebec",Both sexes,All ages,Persons,848776.0
507,2022-01-01,"Sherbrooke, Quebec",Both sexes,All ages,Persons,231055.0
508,2022-01-01,"Trois-Rivières, Quebec",Both sexes,All ages,Persons,167732.0
509,2022-01-01,"Montréal, Quebec",Both sexes,All ages,Persons,4378796.0
510,2022-01-01,"Oshawa, Ontario",Both sexes,All ages,Persons,447079.0
511,2022-01-01,"Toronto, Ontario",Both sexes,All ages,Persons,6685621.0
512,2022-01-01,"Hamilton, Ontario",Both sexes,All ages,Persons,821839.0
513,2022-01-01,"St. Catharines-Niagara, Ontario",Both sexes,All ages,Persons,450501.0
514,2022-01-01,"Kitchener-Cambridge-Waterloo, Ontario",Both sexes,All ages,Persons,622497.0
515,2022-01-01,"Guelph, Ontario",Both sexes,All ages,Persons,172400.0
516,2022-01-01,"London, Ontario",Both sexes,All ages,Persons,574238.0
517,2022-01-01,"Windsor, Ontario",Both sexes,All ages,Persons,359672.0
518,2022-01-01,"Greater Sudbury, Ontario",Both sexes,All ages,Persons,175357.0
519,2022-01-01,"Winnipeg, Manitoba",Both sexes,All ages,Persons,871778.0
520,2022-01-01,"Regina, Saskatchewan",Both sexes,All ages,Persons,268804.0
521,2022-01-01,"Saskatoon, Saskatchewan",Both sexes,All ages,Persons,347536.0
522,2022-01-01,"Calgary, Alberta",Both sexes,All ages,Persons,1608342.0
523,2022-01-01,"Edmonton, Alberta",Both sexes,All ages,Persons,1516719.0
524,2022-01-01,"Kelowna, British Columbia",Both sexes,All ages,Persons,235473.0
525,2022-01-01,"Vancouver, British Columbia",Both sexes,All ages,Persons,2842730.0
526,2022-01-01,"Victoria, British Columbia",Both sexes,All ages,Persons,423136.0
527,2022-01-01,"Nelson (CA), British Columbia",Both sexes,All ages,Persons,20254.0
