,REF_DATE,GEO,New housing price indexes,UOM,VALUE
3410,2013-05-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3411,2013-05-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",86.1
3412,2013-05-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",90.5
3413,2013-05-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",90.3
3414,2013-05-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",93.1
3415,2013-05-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3416,2013-05-01,"London, Ontario",Total (house and land),"Index, 201612=100",92.8
3417,2013-05-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",93.4
3418,2013-05-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.6
3419,2013-05-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",94.6
3420,2013-05-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",100.9
3421,2013-05-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",100.2
3422,2013-05-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",92.8
3423,2013-05-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",99.9
3424,2013-05-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3425,2013-05-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",94.9
3426,2013-05-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",97.5
3427,2013-06-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",98.8
3428,2013-06-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",97.8
3429,2013-06-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.4
3430,2013-06-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3431,2013-06-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3432,2013-06-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",98.0
3433,2013-06-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3434,2013-06-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",86.1
3435,2013-06-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",90.4
3436,2013-06-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",90.5
3437,2013-06-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",93.3
3438,2013-06-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3439,2013-06-01,"London, Ontario",Total (house and land),"Index, 201612=100",93.2
3440,2013-06-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",93.2
3441,2013-06-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.6
3442,2013-06-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",94.8
3443,2013-06-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",101.1
3444,2013-06-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",100.7
3445,2013-06-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",93.3
3446,2013-06-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",100.2
3447,2013-06-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3448,2013-06-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",94.7
3449,2013-06-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",97.4
3450,2013-07-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",99.4
3451,2013-07-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",98.2
3452,2013-07-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.4
3453,2013-07-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3454,2013-07-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3455,2013-07-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",97.9
3456,2013-07-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3457,2013-07-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",86.4
3458,2013-07-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",90.5
3459,2013-07-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",90.8
3460,2013-07-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",93.3
3461,2013-07-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3462,2013-07-01,"London, Ontario",Total (house and land),"Index, 201612=100",93.2
3463,2013-07-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",93.5
3464,2013-07-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.4
3465,2013-07-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",94.9
3466,2013-07-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",101.1
3467,2013-07-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",100.5
3468,2013-07-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",93.8
3469,2013-07-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",100.1
3470,2013-07-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3471,2013-07-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",95.0
3472,2013-07-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",97.4
3473,2013-08-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",99.6
3474,2013-08-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",98.1
3475,2013-08-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.4
3476,2013-08-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3477,2013-08-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3478,2013-08-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",98.1
3479,2013-08-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3480,2013-08-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",86.4
3481,2013-08-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",90.6
3482,2013-08-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",90.8
3483,2013-08-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",93.3
3484,2013-08-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3485,2013-08-01,"London, Ontario",Total (house and land),"Index, 201612=100",93.2
3486,2013-08-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",94.4
3487,2013-08-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.4
3488,2013-08-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",95.0
3489,2013-08-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",101.1
3490,2013-08-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",100.8
3491,2013-08-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",94.4
3492,2013-08-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",100.3
3493,2013-08-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3494,2013-08-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",94.6
3495,2013-08-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",97.3
3496,2013-09-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",99.6
3497,2013-09-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",98.2
3498,2013-09-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.4
3499,2013-09-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3500,2013-09-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3501,2013-09-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",98.1
3502,2013-09-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3503,2013-09-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",86.5
3504,2013-09-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",90.6
3505,2013-09-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",90.8
3506,2013-09-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",93.3
3507,2013-09-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3508,2013-09-01,"London, Ontario",Total (house and land),"Index, 201612=100",93.5
3509,2013-09-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",94.1
3510,2013-09-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.4
3511,2013-09-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",95.0
3512,2013-09-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",101.1
3513,2013-09-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",100.8
3514,2013-09-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",94.8
3515,2013-09-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",99.9
3516,2013-09-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3517,2013-09-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",94.6
3518,2013-09-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",97.2
3519,2013-10-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",99.6
3520,2013-10-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",98.2
3521,2013-10-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.5
3522,2013-10-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3523,2013-10-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3524,2013-10-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",98.1
3525,2013-10-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3526,2013-10-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",86.5
3527,2013-10-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",91.2
3528,2013-10-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",90.8
3529,2013-10-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",93.4
3530,2013-10-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3531,2013-10-01,"London, Ontario",Total (house and land),"Index, 201612=100",93.9
3532,2013-10-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",94.8
3533,2013-10-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.4
3534,2013-10-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",95.0
3535,2013-10-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",101.8
3536,2013-10-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",101.4
3537,2013-10-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",94.9
3538,2013-10-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",99.9
3539,2013-10-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3540,2013-10-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",94.4
3541,2013-10-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",97.1
3542,2013-11-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",99.6
3543,2013-11-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",98.2
3544,2013-11-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.4
3545,2013-11-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3546,2013-11-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3547,2013-11-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",98.2
3548,2013-11-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3549,2013-11-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",86.6
3550,2013-11-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",91.6
3551,2013-11-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",91.5
3552,2013-11-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",93.4
3553,2013-11-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3554,2013-11-01,"London, Ontario",Total (house and land),"Index, 201612=100",94.1
3555,2013-11-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",94.8
3556,2013-11-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.4
3557,2013-11-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",95.0
3558,2013-11-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",102.0
3559,2013-11-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",101.5
3560,2013-11-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",95.2
3561,2013-11-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",99.8
3562,2013-11-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3563,2013-11-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",94.3
3564,2013-11-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",96.7
3565,2013-12-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",99.6
3566,2013-12-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",98.1
3567,2013-12-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.4
3568,2013-12-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3569,2013-12-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3570,2013-12-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",98.2
3571,2013-12-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3572,2013-12-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",86.8
3573,2013-12-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",91.6
3574,2013-12-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",91.7
3575,2013-12-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",93.2
3576,2013-12-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3577,2013-12-01,"London, Ontario",Total (house and land),"Index, 201612=100",93.9
3578,2013-12-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",94.6
3579,2013-12-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.4
3580,2013-12-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",95.1
3581,2013-12-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",102.0
3582,2013-12-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",101.5
3583,2013-12-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",95.4
3584,2013-12-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",99.8
3585,2013-12-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3586,2013-12-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",94.1
3587,2013-12-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",96.7
3588,2014-01-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",99.6
3589,2014-01-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",98.1
3590,2014-01-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.4
3591,2014-01-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3592,2014-01-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3593,2014-01-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",98.3
3594,2014-01-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3595,2014-01-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",87.0
3596,2014-01-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",91.5
3597,2014-01-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",91.5
3598,2014-01-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",92.9
3599,2014-01-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3600,2014-01-01,"London, Ontario",Total (house and land),"Index, 201612=100",93.9
3601,2014-01-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",94.7
3602,2014-01-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.4
3603,2014-01-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",95.6
3604,2014-01-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",102.0
3605,2014-01-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",102.9
3606,2014-01-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",96.6
3607,2014-01-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",99.7
3608,2014-01-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3609,2014-01-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",94.1
3610,2014-01-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",96.7
3611,2014-02-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",99.6
3612,2014-02-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",98.0
3613,2014-02-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.3
3614,2014-02-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3615,2014-02-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3616,2014-02-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",98.3
3617,2014-02-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3618,2014-02-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",87.2
3619,2014-02-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",91.8
3620,2014-02-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",92.7
3621,2014-02-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",93.6
3622,2014-02-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3623,2014-02-01,"London, Ontario",Total (house and land),"Index, 201612=100",94.3
3624,2014-02-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",95.3
3625,2014-02-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.4
3626,2014-02-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",95.7
3627,2014-02-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",102.2
3628,2014-02-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",102.9
3629,2014-02-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",97.5
3630,2014-02-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",99.8
3631,2014-02-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3632,2014-02-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",94.1
3633,2014-02-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",96.7
3634,2014-03-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",99.9
3635,2014-03-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",98.1
3636,2014-03-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.3
3637,2014-03-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3638,2014-03-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3639,2014-03-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",98.3
3640,2014-03-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3641,2014-03-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",87.2
3642,2014-03-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",91.9
3643,2014-03-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",92.7
3644,2014-03-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",93.6
3645,2014-03-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3646,2014-03-01,"London, Ontario",Total (house and land),"Index, 201612=100",94.3
3647,2014-03-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",95.3
3648,2014-03-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.4
3649,2014-03-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",95.8
3650,2014-03-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",102.2
3651,2014-03-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",102.8
3652,2014-03-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",98.4
3653,2014-03-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",99.8
3654,2014-03-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3655,2014-03-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",94.0
3656,2014-03-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",96.5
3657,2014-04-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",99.9
3658,2014-04-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",98.1
3659,2014-04-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.3
3660,2014-04-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3661,2014-04-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3662,2014-04-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",98.4
3663,2014-04-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3664,2014-04-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",87.8
3665,2014-04-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",92.0
3666,2014-04-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",92.6
3667,2014-04-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",93.6
3668,2014-04-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3669,2014-04-01,"London, Ontario",Total (house and land),"Index, 201612=100",94.3
3670,2014-04-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",95.3
3671,2014-04-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.4
3672,2014-04-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",96.0
3673,2014-04-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",101.7
3674,2014-04-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",102.9
3675,2014-04-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",99.0
3676,2014-04-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",99.6
3677,2014-04-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3678,2014-04-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",93.6
3679,2014-04-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",96.5
3680,2014-05-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",99.8
3681,2014-05-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",98.1
3682,2014-05-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.3
3683,2014-05-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3684,2014-05-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3685,2014-05-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",98.5
3686,2014-05-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3687,2014-05-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",87.8
3688,2014-05-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",92.3
3689,2014-05-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",92.6
3690,2014-05-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",93.6
3691,2014-05-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3692,2014-05-01,"London, Ontario",Total (house and land),"Index, 201612=100",94.5
3693,2014-05-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",95.4
3694,2014-05-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.9
3695,2014-05-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",96.1
3696,2014-05-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",102.1
3697,2014-05-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",102.9
3698,2014-05-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",99.8
3699,2014-05-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",99.9
3700,2014-05-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3701,2014-05-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",93.5
3702,2014-05-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",96.5
3703,2014-06-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",99.7
3704,2014-06-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",98.0
3705,2014-06-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.6
3706,2014-06-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3707,2014-06-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3708,2014-06-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",98.3
3709,2014-06-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3710,2014-06-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",88.1
3711,2014-06-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",92.9
3712,2014-06-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",92.5
3713,2014-06-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",93.6
3714,2014-06-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3715,2014-06-01,"London, Ontario",Total (house and land),"Index, 201612=100",94.8
3716,2014-06-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",95.4
3717,2014-06-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.9
3718,2014-06-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",96.3
3719,2014-06-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",102.1
3720,2014-06-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",103.0
3721,2014-06-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",100.1
3722,2014-06-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",100.0
3723,2014-06-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3724,2014-06-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",93.3
3725,2014-06-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",96.5
3726,2014-07-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",99.7
3727,2014-07-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",98.0
3728,2014-07-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.7
