,REF_DATE,GEO,New housing price indexes,UOM,VALUE
5680,2021-07-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",114.3
5681,2021-08-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",102.8
5682,2021-08-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",117.8
5683,2021-08-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",115.2
5684,2021-08-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",105.2
5685,2021-08-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",109.5
5686,2021-08-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",139.6
5687,2021-08-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",118.8
5688,2021-08-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",111.1
5689,2021-08-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",116.1
5690,2021-08-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",125.5
5691,2021-08-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",142.5
5692,2021-08-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",123.0
5693,2021-08-01,"London, Ontario",Total (house and land),"Index, 201612=100",136.3
5694,2021-08-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",134.9
5695,2021-08-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",120.9
5696,2021-08-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",126.6
5697,2021-08-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",97.4
5698,2021-08-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",106.3
5699,2021-08-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",109.0
5700,2021-08-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",103.8
5701,2021-08-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",119.4
5702,2021-08-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",121.5
5703,2021-08-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",114.3
5704,2021-09-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",102.3
5705,2021-09-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",117.8
5706,2021-09-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",116.7
5707,2021-09-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",105.2
5708,2021-09-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",109.5
5709,2021-09-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",142.0
5710,2021-09-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",120.9
5711,2021-09-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",111.1
5712,2021-09-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",116.1
5713,2021-09-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",126.0
5714,2021-09-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",143.1
5715,2021-09-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",123.3
5716,2021-09-01,"London, Ontario",Total (house and land),"Index, 201612=100",136.3
5717,2021-09-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",137.5
5718,2021-09-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",120.2
5719,2021-09-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",126.8
5720,2021-09-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",97.6
5721,2021-09-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",105.3
5722,2021-09-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",109.1
5723,2021-09-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",103.5
5724,2021-09-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",119.4
5725,2021-09-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",122.6
5726,2021-09-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",116.3
5727,2021-10-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",102.3
5728,2021-10-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",117.8
5729,2021-10-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",117.0
5730,2021-10-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",106.0
5731,2021-10-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",109.5
5732,2021-10-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",142.3
5733,2021-10-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",120.6
5734,2021-10-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",112.5
5735,2021-10-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",116.1
5736,2021-10-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",127.7
5737,2021-10-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",148.5
5738,2021-10-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",123.3
5739,2021-10-01,"London, Ontario",Total (house and land),"Index, 201612=100",139.6
5740,2021-10-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",137.6
5741,2021-10-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",120.1
5742,2021-10-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",128.9
5743,2021-10-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",99.0
5744,2021-10-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",105.1
5745,2021-10-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",109.2
5746,2021-10-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",103.3
5747,2021-10-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",119.9
5748,2021-10-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",123.8
5749,2021-10-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",120.1
5750,2021-11-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",103.5
5751,2021-11-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",117.8
5752,2021-11-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",117.5
5753,2021-11-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",106.0
5754,2021-11-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",109.5
5755,2021-11-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",143.8
5756,2021-11-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",121.1
5757,2021-11-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",114.1
5758,2021-11-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",116.1
5759,2021-11-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",127.7
5760,2021-11-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",151.3
5761,2021-11-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",123.9
5762,2021-11-01,"London, Ontario",Total (house and land),"Index, 201612=100",143.5
5763,2021-11-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",138.9
5764,2021-11-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",121.4
5765,2021-11-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",129.7
5766,2021-11-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",99.3
5767,2021-11-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",105.0
5768,2021-11-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",109.7
5769,2021-11-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",103.0
5770,2021-11-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",119.9
5771,2021-11-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",124.7
5772,2021-11-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",120.1
5773,2021-12-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",103.5
5774,2021-12-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",117.8
5775,2021-12-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",118.1
5776,2021-12-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",106.6
5777,2021-12-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",109.5
5778,2021-12-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",144.4
5779,2021-12-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",121.1
5780,2021-12-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",114.1
5781,2021-12-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",116.1
5782,2021-12-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",128.3
5783,2021-12-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",154.7
5784,2021-12-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",124.0
5785,2021-12-01,"London, Ontario",Total (house and land),"Index, 201612=100",143.5
5786,2021-12-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",139.0
5787,2021-12-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",121.4
5788,2021-12-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",133.3
5789,2021-12-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",99.3
5790,2021-12-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",105.8
5791,2021-12-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",110.2
5792,2021-12-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",103.3
5793,2021-12-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",120.6
5794,2021-12-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",124.8
5795,2021-12-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",120.5
5796,2022-01-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",104.7
5797,2022-01-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",117.8
5798,2022-01-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",119.8
5799,2022-01-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",107.5
5800,2022-01-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",111.0
5801,2022-01-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",144.4
5802,2022-01-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",122.0
5803,2022-01-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",114.1
5804,2022-01-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",116.1
5805,2022-01-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",128.3
5806,2022-01-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",154.7
5807,2022-01-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",124.0
5808,2022-01-01,"London, Ontario",Total (house and land),"Index, 201612=100",144.7
5809,2022-01-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",139.5
5810,2022-01-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",121.4
5811,2022-01-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",135.2
5812,2022-01-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",100.0
5813,2022-01-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",106.1
5814,2022-01-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",112.5
5815,2022-01-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",104.5
5816,2022-01-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",120.6
5817,2022-01-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",127.1
5818,2022-01-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",121.7
5819,2022-02-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",104.7
5820,2022-02-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",117.8
5821,2022-02-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",123.3
5822,2022-02-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",107.6
5823,2022-02-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",111.0
5824,2022-02-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",146.3
5825,2022-02-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",122.0
5826,2022-02-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",114.8
5827,2022-02-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",116.8
5828,2022-02-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",128.3
5829,2022-02-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",157.9
5830,2022-02-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",124.0
5831,2022-02-01,"London, Ontario",Total (house and land),"Index, 201612=100",145.2
5832,2022-02-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",140.4
5833,2022-02-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",121.4
5834,2022-02-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",136.5
5835,2022-02-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",100.1
5836,2022-02-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",106.5
5837,2022-02-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",116.8
5838,2022-02-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",107.3
5839,2022-02-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",120.9
5840,2022-02-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",128.0
5841,2022-02-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",122.2
5842,2022-03-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",104.7
5843,2022-03-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",119.1
5844,2022-03-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",124.0
5845,2022-03-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",110.9
5846,2022-03-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",111.0
5847,2022-03-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",151.0
5848,2022-03-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",122.0
5849,2022-03-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",115.6
5850,2022-03-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",116.8
5851,2022-03-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",128.3
5852,2022-03-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",159.5
5853,2022-03-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",124.0
5854,2022-03-01,"London, Ontario",Total (house and land),"Index, 201612=100",147.2
5855,2022-03-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",143.5
5856,2022-03-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",121.4
5857,2022-03-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",141.1
5858,2022-03-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",101.3
5859,2022-03-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",107.1
5860,2022-03-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",121.6
5861,2022-03-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",108.9
5862,2022-03-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",123.2
5863,2022-03-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",128.3
5864,2022-03-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",125.3
5865,2022-04-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",104.7
5866,2022-04-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",119.1
5867,2022-04-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",124.0
5868,2022-04-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",111.5
5869,2022-04-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",111.0
5870,2022-04-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",150.4
